Version,pt_num,Age,Gender,Handedness,trial_nbr,block_number,rt,soa,acc,category,choiced_category,manipulation,difficulty,mask,type_occl,size_occl,filename,mask_filename,task,pressed_key,correct_key,Experiment Duration
V3,9,24,Male,Right,1,Training,2.6530158999958076,0.05,false,tree,cat,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_tree9.png,mask_img/000000006263.png,training,u,r,69.52904880000278
V3,9,24,Male,Right,2,Training,1.716521099966485,0.05,true,tree,tree,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_tree9.png,mask_img/000000000626.png,training,r,r,72.7133407999645
V3,9,24,Male,Right,3,Training,1.3636150000384077,0.025,true,person,person,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_person189.png,mask_img/000000000595.png,training,q,q,75.16519739996875
V3,9,24,Male,Right,4,Training,1.662622299976647,0.1,true,firehydrant,firehydrant,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_firehydrant90.png,mask_img/000000003225.png,training,w,w,78.40959830000065
V3,9,24,Male,Right,5,Training,3.072678399970755,0.025,false,firehydrant,building,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_firehydrant90.png,mask_img/000000006870.png,training,p,w,82.8088556000148
V3,9,24,Male,Right,6,Training,1.072622399951797,0.1,true,person,person,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_person189.png,mask_img/000000000595.png,training,q,q,85.29931600001873
V3,9,24,Male,Right,7,Training,1.5024112000246532,0.1,true,banana,banana,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_banana454.png,mask_img/000000004239.png,training,e,e,88.1124122000183
V3,9,24,Male,Right,8,Training,1.7486806999659166,0.1,false,bus,cat,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_bus180.png,mask_img/000000004936.png,training,u,i,91.3562751999707
V3,9,24,Male,Right,9,Training,4.349198000039905,0.025,false,banana,bus,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_banana454.png,mask_img/000000005359.png,training,i,e,97.23408650001511
V3,9,24,Male,Right,10,Training,2.6062011999893,0.05,true,cat,cat,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_cat432.png,mask_img/000000001647.png,training,u,u,101.06030329997884
