Version,pt_num,Age,Gender,Handedness,trial_nbr,block_number,rt,soa,acc,category,choiced_category,manipulation,difficulty,mask,type_occl,size_occl,filename,mask_filename,task,pressed_key,correct_key,Experiment Duration
V3,18,22,Female,Right,1,Training,2.1720200999407098,0.1,true,bus,bus,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_bus180.png,mask_img/000000002892.png,training,o,o,115.28234400006477
V3,18,22,Female,Right,2,Training,2.0863850999157876,0.025,true,firehydrant,firehydrant,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_firehydrant90.png,mask_img/000000000459.png,training,u,u,118.67336869996507
V3,18,22,Female,Right,3,Training,1.3485717000439763,0.1,true,person,person,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_person189.png,mask_img/000000003483.png,training,q,q,121.25048070005141
V3,18,22,Female,Right,4,Training,1.3021036999998614,0.05,true,bird,bird,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_bird4.png,mask_img/000000000109.png,training,w,w,124.0947756000096
V3,18,22,Female,Right,5,Training,2.0434936999808997,0.025,true,bus,bus,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_bus180.png,mask_img/000000005615.png,training,o,o,127.60843010002282
V3,18,22,Female,Right,6,Training,2.305194600019604,0.05,true,tree,tree,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_tree9.png,mask_img/000000005282.png,training,i,i,131.43690069997683
V3,18,22,Female,Right,7,Training,1.223221999942325,0.05,true,tree,tree,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_tree9.png,mask_img/000000006263.png,training,i,i,134.17107649997342
V3,18,22,Female,Right,8,Training,1.2562385000055656,0.1,true,firehydrant,firehydrant,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_firehydrant90.png,mask_img/000000003225.png,training,u,u,136.98377519997302
V3,18,22,Female,Right,1,Block 1,2.304702900000848,0.025,false,bird,bus,occlusion,low,mask,partial viewing,few large,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bird3.png,mask_img/000000024157.png,experiment,o,w,210.38324570003897
V3,18,22,Female,Right,2,Block 1,1.1657489999197423,0.05,true,building,building,occlusion,high,mask,partial viewing,many small,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building3.png,mask_img/000000045655.png,experiment,p,p,212.43098920001648
V3,18,22,Female,Right,3,Block 1,1.3013577000238001,0.025,true,bus,bus,occlusion,control,mask,partial viewing,few large,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus7.png,mask_img/000000006146.png,experiment,o,o,214.92672320001293
V3,18,22,Female,Right,4,Block 1,1.0998662000056356,0.05,true,person,person,occlusion,low,mask,partial viewing,many small,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person7.png,mask_img/000000062350.png,experiment,q,q,217.14276640000753
