Version,pt_num,Age,Gender,Handedness,trial_nbr,block_number,rt,soa,acc,category,choiced_category,manipulation,difficulty,mask,type_occl,size_occl,filename,mask_filename,task,pressed_key,correct_key,Experiment Duration
V3,20,23,Male,Right,1,Training,3.917027400020743,0.05,true,tree,tree,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_tree9.png,mask_img/000000005282.png,training,r,r,134.02180580000277
V3,20,23,Male,Right,2,Training,2.007701199996518,0.05,false,firehydrant,building,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_firehydrant90.png,mask_img/000000001810.png,training,o,q,137.22580070002005
V3,20,23,Male,Right,3,Training,1.4046475000213832,0.1,true,tree,tree,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_tree9.png,mask_img/000000000626.png,training,r,r,140.08424339999328
V3,20,23,Male,Right,4,Training,1.2026426999946125,0.1,false,bird,tree,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_bird4.png,mask_img/000000000731.png,training,r,p,142.8810400000075
V3,20,23,Male,Right,5,Training,1.6528086999896914,0.05,true,banana,banana,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_banana454.png,mask_img/000000002337.png,training,u,u,145.7731741000025
V3,20,23,Male,Right,6,Training,1.3823217000172008,0.05,true,person,person,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_person189.png,mask_img/000000006153.png,training,w,w,148.59809330001008
V3,20,23,Male,Right,7,Training,1.7915423999947961,0.1,true,bus,bus,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_bus180.png,mask_img/000000006709.png,training,i,i,151.54036860002088
V3,20,23,Male,Right,8,Training,1.5004619999963325,0.05,true,cat,cat,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_cat432.png,mask_img/000000005105.png,training,e,e,154.26261100001284
V3,20,23,Male,Right,9,Training,1.6701018000021577,0.025,true,building,building,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_building24.png,mask_img/000000005574.png,training,o,o,157.5275077999977
V3,20,23,Male,Right,10,Training,1.331182900001295,0.1,true,banana,banana,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_banana454.png,mask_img/000000004239.png,training,u,u,160.24632490001386
V3,20,23,Male,Right,11,Training,1.3294022000045516,0.025,true,bus,bus,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_bus180.png,mask_img/000000000394.png,training,i,i,162.91801330001908
V3,20,23,Male,Right,12,Training,1.2299246000184212,0.025,true,tree,tree,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_tree9.png,mask_img/000000000626.png,training,r,r,165.248376500007
V3,20,23,Male,Right,1,Block 1,1.2392222000053152,0.1,true,banana,banana,occlusion,control,mask,partial viewing,many small,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_banana10.png,mask_img/000000033074.png,experiment,u,u,186.8645757000195
V3,20,23,Male,Right,2,Block 1,1.4223472000157926,0.1,true,building,building,occlusion,low,mask,partial viewing,many small,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building7.png,mask_img/000000058021.png,experiment,o,o,189.0964309000119
V3,20,23,Male,Right,3,Block 1,1.0696576000191271,0.025,true,bird,bird,occlusion,control,mask,partial viewing,few large,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird3.png,mask_img/000000001810.png,experiment,p,p,191.12871099999757
V3,20,23,Male,Right,4,Block 1,1.3056884000252467,0.1,true,cat,cat,occlusion,high,mask,partial viewing,many small,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat7.png,mask_img/000000049602.png,experiment,e,e,193.24031449999893
V3,20,23,Male,Right,5,Block 1,1.2902395999990404,0.1,true,bus,bus,occlusion,high,mask,partial viewing,few large,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bus3.png,mask_img/000000015908.png,experiment,i,i,195.56829230001313
