Version,pt_num,Age,Gender,Handedness,trial_nbr,block_number,rt,soa,acc,category,choiced_category,manipulation,difficulty,mask,type_occl,size_occl,filename,mask_filename,task,pressed_key,correct_key,Experiment Duration
V3,26,22,Female,Right,1,Training,1.811355999991065,0.1,true,firehydrant,firehydrant,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_firehydrant90.png,mask_img/000000000459.png,training,e,e,130.655488599994
V3,26,22,Female,Right,2,Training,3.65913339999679,0.025,false,bus,building,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_bus180.png,mask_img/000000006709.png,training,p,w,135.7336753999989
V3,26,22,Female,Right,3,Training,2.5243031999998493,0.1,true,cat,cat,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_cat432.png,mask_img/000000006842.png,training,i,i,139.62425470000017
V3,26,22,Female,Right,4,Training,1.0988988999888534,0.05,true,bird,bird,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_bird4.png,mask_img/000000002774.png,training,o,o,141.90702329999476
V3,26,22,Female,Right,5,Training,1.2371032000082778,0.05,true,bird,bird,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_bird4.png,mask_img/000000005418.png,training,o,o,144.46907869999995
V3,26,22,Female,Right,6,Training,1.906160299986368,0.05,false,person,firehydrant,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_person189.png,mask_img/000000003483.png,training,e,u,147.67393220000667
V3,26,22,Female,Right,7,Training,3.108184999990044,0.025,false,person,banana,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_person189.png,mask_img/000000006153.png,training,r,u,152.29908070000238
V3,26,22,Female,Right,8,Training,1.231175799999619,0.05,true,cat,cat,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_cat432.png,mask_img/000000001647.png,training,i,i,154.73660740000196
V3,26,22,Female,Right,9,Training,1.645682799993665,0.1,false,tree,bird,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_tree9.png,mask_img/000000003694.png,training,o,q,157.90837580000516
V3,26,22,Female,Right,10,Training,1.3126276999973925,0.1,true,cat,cat,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_cat432.png,mask_img/000000001647.png,training,i,i,160.3004443999962
