Version,pt_num,Age,Gender,Handedness,trial_nbr,block_number,rt,soa,acc,category,choiced_category,manipulation,difficulty,mask,type_occl,size_occl,filename,mask_filename,task,pressed_key,correct_key,Experiment Duration
V3,5,26,Male,Right,1,Training,3.943610899965279,0.05,true,building,building,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_building24.png,mask_img/000000006489.png,training,r,r,454.8672811000142
V3,5,26,Male,Right,2,Training,2.6468279999680817,0.05,false,banana,bus,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_banana454.png,mask_img/000000005359.png,training,u,q,458.71128379995935
V3,5,26,Male,Right,3,Training,2.1586349999997765,0.05,true,tree,tree,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_tree9.png,mask_img/000000002197.png,training,i,i,462.2110643000342
V3,5,26,Male,Right,4,Training,4.107782000093721,0.025,false,firehydrant,person,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_firehydrant90.png,mask_img/000000006146.png,training,w,p,467.41354780003894
V3,5,26,Male,Right,5,Training,1.7540520000038669,0.05,true,person,person,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_person189.png,mask_img/000000005142.png,training,w,w,470.56888519995846
V3,5,26,Male,Right,6,Training,1.981422199984081,0.05,true,cat,cat,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_cat432.png,mask_img/000000006842.png,training,o,o,473.77231110003777
V3,5,26,Male,Right,7,Training,1.7748335999203846,0.025,true,banana,banana,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_banana454.png,mask_img/000000004239.png,training,q,q,476.89806040003896
V3,5,26,Male,Right,8,Training,3.0262469999725,0.05,false,person,cat,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_person189.png,mask_img/000000007179.png,training,o,w,481.30345040000975
V3,5,26,Male,Right,9,Training,2.445798199973069,0.1,true,bus,bus,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_bus180.png,mask_img/000000001053.png,training,u,u,484.9908805999439
V3,5,26,Male,Right,10,Training,1.9114896999672055,0.05,true,banana,banana,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_banana454.png,mask_img/000000000042.png,training,q,q,488.06889889994636
