pt_num,Age,Gender,Handedness,trial_nbr,block_number,rt,soa,acc,category,choiced_category,manipulation,difficulty,mask,type_occl,size_occl,filename,mask_filename,task,pressed_key,correct_key,Experiment Duration
1,22,Male,Right,1,Training,4.9471913000015775,0.1,false,tree,person,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_tree25.png,mask_img/000000007325.png,training,q,i,28.087082099998952
1,22,Male,Right,2,Training,3.6476003999996465,0.1,false,bird,cat,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_bird394.png,mask_img/000000000109.png,training,u,e,32.874528599997575
1,22,Male,Right,3,Training,3.3891965999937383,0.025,false,bird,firehydrant,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_bird394.png,mask_img/000000004642.png,training,o,e,37.593946699998924
1,22,Male,Right,4,Training,1.6407288999980665,0.05,true,firehydrant,firehydrant,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_firehydrant90.png,mask_img/000000001810.png,training,o,o,40.53498969999782
1,22,Male,Right,5,Training,1.485867600000347,0.1,true,bus,bus,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_bus630.png,mask_img/000000006709.png,training,r,r,43.13506749999942
1,22,Male,Right,6,Training,1.5494907000029343,0.05,true,building,building,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_building48.png,mask_img/000000000312.png,training,p,p,46.23674230000324
1,22,Male,Right,7,Training,1.9245166999971843,0.025,false,bird,tree,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_bird1073.png,mask_img/000000005418.png,training,i,e,49.330858599998464
1,22,Male,Right,8,Training,2.5791280000048573,0.025,true,bird,bird,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_bird1073.png,mask_img/000000002774.png,training,e,e,53.22148269999889
1,22,Male,Right,9,Training,2.3290427000029013,0.025,false,firehydrant,tree,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_firehydrant90.png,mask_img/000000006146.png,training,i,o,57.06722810000065
1,22,Male,Right,10,Training,2.3903732000035234,0.05,false,tree,banana,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_tree25.png,mask_img/000000002197.png,training,w,i,60.57860220000293
1,22,Male,Right,11,Training,5.410534900001949,0.025,false,tree,bus,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_tree25.png,mask_img/000000006263.png,training,r,i,67.26786529999663
1,22,Male,Right,12,Training,3.833313700000872,0.025,true,banana,banana,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_banana589.png,mask_img/000000006437.png,training,w,w,72.64015069999732
1,22,Male,Right,13,Training,4.8474404999942635,0.025,false,banana,firehydrant,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_banana589.png,mask_img/000000005359.png,training,o,w,78.743501500001
1,22,Male,Right,14,Training,2.224368900002446,0.1,true,bus,bus,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_bus630.png,mask_img/000000005615.png,training,r,r,82.45656179999787
1,22,Male,Right,15,Training,1.12152999999671,0.1,true,bus,bus,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_bus630.png,mask_img/000000002892.png,training,r,r,84.81642090000241
1,22,Male,Right,16,Training,2.3659776999993483,0.025,false,cat,tree,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_cat511.png,mask_img/000000000438.png,training,i,u,88.57886080000026
1,22,Male,Right,17,Training,2.0755816000018967,0.025,false,bus,tree,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_bus630.png,mask_img/000000004936.png,training,i,r,91.7857823000013
1,22,Male,Right,18,Training,1.0478101999979117,0.025,true,person,person,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_person475.png,mask_img/000000000595.png,training,q,q,93.94466990000365
1,22,Male,Right,19,Training,2.832965699999477,0.1,true,cat,cat,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_cat593.png,mask_img/000000003084.png,training,u,u,97.87723030000052
1,22,Male,Right,20,Training,2.3290333000040846,0.1,true,bird,bird,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_bird394.png,mask_img/000000004642.png,training,e,e,101.63209929999721
1,22,Male,Right,21,Training,1.5713075999956345,0.1,true,bus,bus,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_bus630.png,mask_img/000000004936.png,training,r,r,104.7400684000022
1,22,Male,Right,22,Training,2.7385009999998147,0.025,false,bird,tree,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_bird394.png,mask_img/000000006481.png,training,i,e,108.96028140000271
