pt_num,Age,Gender,Handedness,trial_nbr,block_number,rt,soa,acc,category,choiced_category,manipulation,difficulty,mask,type_occl,size_occl,filename,mask_filename,task,pressed_key,correct_key,Experiment Duration
5,24,Female,Right,1,Training,9.702566299994942,0.05,false,cat,tree,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_cat511.png,mask_img/000000005862.png,training,e,i,484.43520209999406
5,24,Female,Right,2,Training,1.896180399999139,0.025,true,bus,bus,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_bus630.png,mask_img/000000002892.png,training,o,o,487.6553739999945
5,24,Female,Right,3,Training,0.9058813000010559,0.1,true,banana,banana,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_banana589.png,mask_img/000000000042.png,training,p,p,489.70281909999903
5,24,Female,Right,4,Training,3.2851279999886174,0.05,false,firehydrant,building,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_firehydrant90.png,mask_img/000000006146.png,training,r,q,494.2513856000005
5,24,Female,Right,5,Training,2.06414109999605,0.1,true,firehydrant,firehydrant,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_firehydrant90.png,mask_img/000000006146.png,training,q,q,497.4077772000019
5,24,Female,Right,6,Training,1.6910902000090573,0.1,true,person,person,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_person587.png,mask_img/000000007179.png,training,u,u,500.2248571999953
5,24,Female,Right,7,Training,1.0282778999971924,0.1,true,building,building,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_building48.png,mask_img/000000004739.png,training,r,r,502.7881253999949
5,24,Female,Right,8,Training,0.9807652000017697,0.05,true,bus,bus,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_bus630.png,mask_img/000000004936.png,training,o,o,504.83506019999913
5,24,Female,Right,9,Training,1.0202183999936096,0.1,false,tree,banana,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_tree25.png,mask_img/000000005282.png,training,p,e,506.93218139999954
5,24,Female,Right,10,Training,1.7278751999983797,0.1,true,cat,cat,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_cat593.png,mask_img/000000003084.png,training,i,i,510.0560669999977
5,24,Female,Right,11,Training,0.9977072000037879,0.05,true,building,building,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_building71.png,mask_img/000000002822.png,training,r,r,512.5773899000051
5,24,Female,Right,12,Training,0.8185972000064794,0.1,false,cat,firehydrant,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_cat511.png,mask_img/000000005862.png,training,q,i,514.7607209999987
