Version,pt_num,Age,Gender,Handedness,trial_nbr,block_number,rt,soa,acc,category,choiced_category,manipulation,difficulty,mask,type_occl,size_occl,filename,mask_filename,task,pressed_key,correct_key,Experiment Duration
V3,22,21,Female,Right,1,Training,2.5598817999998573,0.025,true,bird,bird,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_bird4.png,mask_img/000000000109.png,training,o,o,114.96902639998007
V3,22,21,Female,Right,2,Training,2.5586791000096127,0.1,true,cat,cat,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_cat432.png,mask_img/000000003084.png,training,u,u,119.07599819998723
V3,22,21,Female,Right,3,Training,3.303353099996457,0.025,false,person,cat,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_person189.png,mask_img/000000003483.png,training,u,e,123.68781889998354
V3,22,21,Female,Right,4,Training,2.1874346999975387,0.025,true,building,building,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_building24.png,mask_img/000000000312.png,training,i,i,127.02372689999174
V3,22,21,Female,Right,5,Training,1.8577360000053886,0.05,true,banana,banana,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_banana454.png,mask_img/000000000042.png,training,w,w,130.03933010000037
V3,22,21,Female,Right,6,Training,1.1158227999985684,0.05,true,firehydrant,firehydrant,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_firehydrant90.png,mask_img/000000000459.png,training,q,q,132.5392751999898
V3,22,21,Female,Right,7,Training,1.8153963000222575,0.025,true,bus,bus,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_bus180.png,mask_img/000000001053.png,training,r,r,135.72672770000645
V3,22,21,Female,Right,8,Training,3.4338523999904282,0.1,true,tree,tree,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_tree9.png,mask_img/000000006263.png,training,p,p,140.35277559998212
V3,22,21,Female,Right,9,Training,1.9705874999926891,0.025,true,bird,bird,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_bird4.png,mask_img/000000004642.png,training,o,o,143.74371310000424
V3,22,21,Female,Right,10,Training,1.761167899996508,0.025,true,person,person,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_person189.png,mask_img/000000001997.png,training,e,e,146.93109539998113
V3,22,21,Female,Right,11,Training,2.3290161000040825,0.025,false,firehydrant,building,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_firehydrant90.png,mask_img/000000006146.png,training,i,q,150.74364869997953
V3,22,21,Female,Right,12,Training,1.1069986000075005,0.05,false,firehydrant,building,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_firehydrant90.png,mask_img/000000006146.png,training,i,q,153.07249839999713
V3,22,21,Female,Right,13,Training,1.8426575000048615,0.025,true,cat,cat,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_cat432.png,mask_img/000000005862.png,training,u,u,156.1818057000055
V3,22,21,Female,Right,14,Training,1.7430200000235345,0.025,true,person,person,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_person189.png,mask_img/000000000595.png,training,e,e,159.41747179999948
