Version,pt_num,Age,Gender,Handedness,trial_nbr,block_number,rt,soa,acc,category,choiced_category,manipulation,difficulty,mask,type_occl,size_occl,filename,mask_filename,task,pressed_key,correct_key,Experiment Duration
V3,17,23,Female,Right,1,Training,2.1421299999929033,0.025,false,bird,building,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_bird4.png,mask_img/000000000731.png,training,u,e,149.79512970001088
V3,17,23,Female,Right,2,Training,1.9300637999986066,0.05,true,person,person,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_person189.png,mask_img/000000001997.png,training,q,q,153.15457300000708
V3,17,23,Female,Right,3,Training,1.6973063000041293,0.025,true,bird,bird,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_bird4.png,mask_img/000000000109.png,training,e,e,156.2966216000059
V3,17,23,Female,Right,4,Training,2.266663199989125,0.025,false,banana,building,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_banana454.png,mask_img/000000006437.png,training,u,i,160.10920070001157
V3,17,23,Female,Right,5,Training,0.7551850000018021,0.025,true,person,person,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_person189.png,mask_img/000000001997.png,training,q,q,162.10922680000658
V3,17,23,Female,Right,6,Training,2.2756635999976425,0.1,false,tree,bird,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_tree9.png,mask_img/000000006263.png,training,e,p,165.6159190000035
V3,17,23,Female,Right,7,Training,0.8940972999989754,0.1,true,person,person,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_person189.png,mask_img/000000005142.png,training,q,q,167.7722375000012
V3,17,23,Female,Right,8,Training,1.9850462000031257,0.025,false,tree,bird,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_tree9.png,mask_img/000000002197.png,training,e,p,171.16426180000417
V3,17,23,Female,Right,9,Training,2.0931876999966335,0.05,true,firehydrant,firehydrant,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_firehydrant90.png,mask_img/000000005131.png,training,r,r,174.35143840000092
V3,17,23,Female,Right,10,Training,0.9148906999907922,0.025,true,firehydrant,firehydrant,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_firehydrant90.png,mask_img/000000003225.png,training,r,r,176.36738680000417
V3,17,23,Female,Right,11,Training,2.942973700002767,0.1,false,tree,bus,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_tree9.png,mask_img/000000003694.png,training,w,p,180.52501640000264
V3,17,23,Female,Right,12,Training,0.8933557999989716,0.1,true,person,person,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_person189.png,mask_img/000000003483.png,training,q,q,182.55629520000366
V3,17,23,Female,Right,13,Training,1.4572733000095468,0.025,false,bird,person,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_bird4.png,mask_img/000000006481.png,training,q,e,185.50932810000086
