Version,pt_num,Age,Gender,Handedness,trial_nbr,block_number,rt,soa,acc,category,choiced_category,manipulation,difficulty,mask,type_occl,size_occl,filename,mask_filename,task,pressed_key,correct_key,Experiment Duration
V3,21,21,Female,Right,1,Training,5.159661199984839,0.1,false,bird,building,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_bird4.png,mask_img/000000005418.png,training,w,i,146.34172249998664
V3,21,21,Female,Right,2,Training,2.1065148999914527,0.1,true,person,person,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_person189.png,mask_img/000000001997.png,training,r,r,149.6071840999939
V3,21,21,Female,Right,3,Training,1.4242962999851443,0.1,true,building,building,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_building24.png,mask_img/000000006489.png,training,w,w,152.7321949999896
V3,21,21,Female,Right,4,Training,1.5901459000015166,0.025,true,person,person,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_person189.png,mask_img/000000001997.png,training,r,r,155.51461089999066
V3,21,21,Female,Right,5,Training,2.0815998000034597,0.05,false,cat,tree,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_cat432.png,mask_img/000000006842.png,training,o,e,158.7961039999791
V3,21,21,Female,Right,6,Training,1.749163700005738,0.1,true,person,person,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_person189.png,mask_img/000000000595.png,training,r,r,162.0818102999765
V3,21,21,Female,Right,7,Training,1.7826155999791808,0.05,false,tree,banana,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_tree9.png,mask_img/000000006263.png,training,p,o,164.97284789997502
V3,21,21,Female,Right,8,Training,2.077794000011636,0.1,true,bird,bird,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_bird4.png,mask_img/000000000731.png,training,i,i,168.40974919998553
V3,21,21,Female,Right,9,Training,1.8615927000064403,0.025,true,tree,tree,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_tree9.png,mask_img/000000003694.png,training,o,o,171.41036429998348
V3,21,21,Female,Right,10,Training,1.2894231999816839,0.1,true,building,building,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_building24.png,mask_img/000000004739.png,training,w,w,173.80090659999405
V3,21,21,Female,Right,11,Training,1.7875237000116613,0.025,true,bird,bird,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_bird4.png,mask_img/000000002774.png,training,i,i,176.78525269997772
V3,21,21,Female,Right,12,Training,1.9604434999928344,0.025,true,banana,banana,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_banana454.png,mask_img/000000000042.png,training,p,p,180.28524569998262
V3,21,21,Female,Right,13,Training,1.9861931999912485,0.025,false,banana,bird,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_banana454.png,mask_img/000000006437.png,training,i,p,183.83221219998086
