Version,pt_num,Age,Gender,Handedness,trial_nbr,block_number,rt,soa,acc,category,choiced_category,manipulation,difficulty,mask,type_occl,size_occl,filename,mask_filename,task,pressed_key,correct_key,Experiment Duration
V3,14,26,Male,Right,1,Training,3.1816354999973555,0.05,false,bus,person,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_bus180.png,mask_img/000000000394.png,training,w,u,165.54026879999583
V3,14,26,Male,Right,2,Training,0.9107432000018889,0.1,true,person,person,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_person189.png,mask_img/000000000595.png,training,w,w,167.89969589999964
V3,14,26,Male,Right,3,Training,1.8282590999951935,0.025,true,tree,tree,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_tree9.png,mask_img/000000005282.png,training,q,q,171.11951620000036
V3,14,26,Male,Right,4,Training,2.577534599993669,0.05,false,bird,firehydrant,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_bird4.png,mask_img/000000006481.png,training,i,r,174.83812210000178
V3,14,26,Male,Right,5,Training,1.4417476000016904,0.05,true,firehydrant,firehydrant,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_firehydrant90.png,mask_img/000000006870.png,training,i,i,177.63512880000053
V3,14,26,Male,Right,6,Training,2.031294100001105,0.025,true,building,building,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_building24.png,mask_img/000000002822.png,training,o,o,181.12014099999942
V3,14,26,Male,Right,7,Training,10.675364599999739,0.1,false,banana,NAN,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_banana454.png,mask_img/000000006437.png,training,NAN,e,193.2936699999991
V3,14,26,Male,Right,8,Training,2.3882064999997965,0.025,true,bus,bus,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_bus180.png,mask_img/000000002892.png,training,u,u,197.13574399999925
V3,14,26,Male,Right,9,Training,2.255043899996963,0.05,true,cat,cat,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_cat432.png,mask_img/000000005105.png,training,p,p,200.91703839999536
V3,14,26,Male,Right,10,Training,1.5003094999992754,0.1,true,building,building,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_building24.png,mask_img/000000000312.png,training,o,o,203.91703759999655
V3,14,26,Male,Right,11,Training,1.2402044999980717,0.025,true,banana,banana,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_banana454.png,mask_img/000000004239.png,training,e,e,206.6682948000016
V3,14,26,Male,Right,12,Training,0.8627491000006557,0.1,true,cat,cat,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_cat432.png,mask_img/000000005862.png,training,p,p,208.8871061999962
V3,14,26,Male,Right,13,Training,1.2595865999974194,0.1,true,firehydrant,firehydrant,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_firehydrant90.png,mask_img/000000000459.png,training,i,i,211.65351389999705
V3,14,26,Male,Right,14,Training,0.7832032000005711,0.1,true,firehydrant,firehydrant,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_firehydrant90.png,mask_img/000000003225.png,training,i,i,213.80976589999773
V3,14,26,Male,Right,15,Training,1.3060985999982222,0.025,false,bus,building,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_bus180.png,mask_img/000000006709.png,training,o,u,216.2640926000022
V3,14,26,Male,Right,16,Training,1.1237225999939255,0.05,true,person,person,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_person189.png,mask_img/000000000595.png,training,w,w,218.96734479999577
V3,14,26,Male,Right,17,Training,1.3449640999970143,0.025,true,tree,tree,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_tree9.png,mask_img/000000000626.png,training,q,q,221.7485639000006
V3,14,26,Male,Right,18,Training,0.7545166000054451,0.05,true,tree,tree,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_tree9.png,mask_img/000000002197.png,training,q,q,223.7172103999983
V3,14,26,Male,Right,19,Training,1.6364171000022907,0.1,true,bird,bird,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_bird4.png,mask_img/000000004642.png,training,r,r,226.67265580000094
V3,14,26,Male,Right,20,Training,0.6654400999977952,0.025,true,bird,bird,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_bird4.png,mask_img/000000000109.png,training,r,r,228.5311365000016
V3,14,26,Male,Right,21,Training,1.3078841000024113,0.1,true,person,person,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_person189.png,mask_img/000000007179.png,training,w,w,231.39026419999573
V3,14,26,Male,Right,22,Training,0.5487842999937129,0.025,true,person,person,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_person189.png,mask_img/000000001997.png,training,w,w,233.49964519999776
V3,14,26,Male,Right,23,Training,1.0687400000024354,0.025,true,building,building,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_building24.png,mask_img/000000000312.png,training,o,o,235.96848579999642
V3,14,26,Male,Right,1,Block 1,1.2756250000020373,0.025,false,building,tree,occlusion,low,mask,partial viewing,many small,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building10.png,mask_img/000000057068.png,experiment,q,o,295.348980499999
V3,14,26,Male,Right,2,Block 1,1.7935751999975764,0.025,true,bus,bus,occlusion,low,mask,partial viewing,many small,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus10.png,mask_img/000000058595.png,experiment,u,u,298.35693580000225
V3,14,26,Male,Right,3,Block 1,1.2404263999997056,0.025,true,firehydrant,firehydrant,occlusion,control,mask,partial viewing,many small,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant2.png,mask_img/000000039089.png,experiment,i,i,300.62872929999867
V3,14,26,Male,Right,4,Block 1,1.0403409999998985,0.025,false,banana,tree,occlusion,low,mask,partial viewing,few large,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_banana9.png,mask_img/000000023967.png,experiment,q,e,302.51689169999736
V3,14,26,Male,Right,5,Block 1,0.9538878000021214,0.025,true,cat,cat,occlusion,low,mask,partial viewing,few large,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_cat1.png,mask_img/000000027151.png,experiment,p,p,304.3567719999992
V3,14,26,Male,Right,6,Block 1,0.4864274999999907,0.05,true,cat,cat,occlusion,control,mask,partial viewing,few large,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_cat6.png,mask_img/000000007179.png,experiment,p,p,305.75908609999897
