Version,pt_num,Age,Gender,Handedness,trial_nbr,block_number,rt,soa,acc,category,choiced_category,manipulation,difficulty,mask,type_occl,size_occl,filename,mask_filename,task,pressed_key,correct_key,Experiment Duration
V3,30,26,Male,Right,1,Training,1.3507784999674186,0.1,true,bus,bus,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_bus180.png,mask_img/000000000394.png,training,q,q,139.88638709997758
V3,30,26,Male,Right,2,Training,2.2221666000550613,0.025,true,banana,banana,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_banana454.png,mask_img/000000002337.png,training,r,r,143.30632470001
V3,30,26,Male,Right,3,Training,3.4018494999036193,0.025,false,person,bird,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_person189.png,mask_img/000000007179.png,training,o,p,148.2437607999891
V3,30,26,Male,Right,4,Training,5.07338489999529,0.025,false,bus,tree,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_bus180.png,mask_img/000000005615.png,training,e,q,154.6345073999837
V3,30,26,Male,Right,5,Training,3.440384400077164,0.1,true,cat,cat,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_cat432.png,mask_img/000000005862.png,training,u,u,159.26804029999766
V3,30,26,Male,Right,6,Training,1.6008066999493167,0.05,false,bus,person,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_bus180.png,mask_img/000000000394.png,training,p,q,162.20540860004257
V3,30,26,Male,Right,7,Training,2.9914678999921307,0.1,false,banana,firehydrant,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_banana454.png,mask_img/000000005359.png,training,w,r,166.48915100004524
V3,30,26,Male,Right,8,Training,1.078277499997057,0.025,true,bus,bus,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_bus180.png,mask_img/000000001053.png,training,q,q,168.97355230001267
V3,30,26,Male,Right,9,Training,1.4921023999340832,0.05,true,firehydrant,firehydrant,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_firehydrant90.png,mask_img/000000003225.png,training,w,w,171.86406789999455
V3,30,26,Male,Right,10,Training,1.7927875999594107,0.05,true,banana,banana,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_banana454.png,mask_img/000000006437.png,training,r,r,174.97338019998278
V3,30,26,Male,Right,11,Training,1.1533073999453336,0.025,true,bus,bus,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_bus180.png,mask_img/000000002892.png,training,q,q,177.31885619997047
V3,30,26,Male,Right,12,Training,2.962034899974242,0.025,false,bird,building,occlusion,high,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_high_bird4.png,mask_img/000000005418.png,training,i,o,181.84992169996258
V3,30,26,Male,Right,13,Training,2.791719099972397,0.1,false,tree,bird,occlusion,low,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_low_tree9.png,mask_img/000000007325.png,training,o,e,186.17854969995096
V3,30,26,Male,Right,14,Training,2.7009627000661567,0.1,true,banana,banana,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_banana454.png,mask_img/000000000042.png,training,r,r,190.09161969996057
V3,30,26,Male,Right,15,Training,2.140539600048214,0.05,true,cat,cat,occlusion,high,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_high_cat432.png,mask_img/000000001647.png,training,u,u,193.6633571999846
V3,30,26,Male,Right,16,Training,1.953389799920842,0.025,true,tree,tree,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_tree9.png,mask_img/000000005282.png,training,e,e,196.88441459997557
V3,30,26,Male,Right,17,Training,1.198882699944079,0.025,true,firehydrant,firehydrant,occlusion,low,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_low_firehydrant90.png,mask_img/000000003225.png,training,w,w,199.2278242999455
V3,30,26,Male,Right,18,Training,0.920315399998799,0.05,true,firehydrant,firehydrant,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_firehydrant90.png,mask_img/000000005131.png,training,w,w,201.2435423999559
V3,30,26,Male,Right,19,Training,1.7013265000423416,0.1,true,banana,banana,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_banana454.png,mask_img/000000004239.png,training,r,r,204.24382640002295
V3,30,26,Male,Right,20,Training,1.3257818999700248,0.025,true,bird,bird,occlusion,control,mask,partial viewing,many small,Training_Stimulus\manysmall_partialViewing_control_bird4.png,mask_img/000000004642.png,training,o,o,206.79193469998427
V3,30,26,Male,Right,21,Training,0.9888499999651685,0.1,true,firehydrant,firehydrant,occlusion,control,mask,partial viewing,few large,Training_Stimulus\fewlarge_partialViewing_control_firehydrant90.png,mask_img/000000000459.png,training,w,w,209.08892040001228
V3,30,26,Male,Right,1,Block 1,1.671690999995917,0.025,false,building,firehydrant,occlusion,high,mask,partial viewing,many small,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building5.png,mask_img/000000046029.png,experiment,w,i,218.8331301000435
V3,30,26,Male,Right,2,Block 1,1.4329279999947175,0.1,true,person,person,occlusion,control,mask,partial viewing,few large,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_person7.png,mask_img/000000009648.png,experiment,p,p,220.97699530003592
V3,30,26,Male,Right,3,Block 1,1.1525455999653786,0.1,false,tree,firehydrant,occlusion,control,mask,partial viewing,many small,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree6.png,mask_img/000000041272.png,experiment,w,e,222.96897709998302
V3,30,26,Male,Right,4,Block 1,2.456354899914004,0.1,true,building,building,occlusion,low,mask,partial viewing,few large,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_building7.png,mask_img/000000025192.png,experiment,i,i,226.1687810999574
