,filename,mask_filename,category,manipulation,difficulty,mask,type_occl,size_occl
778,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_bird2.png,mask_img/000000269020.png,bird,occlusion,low,mask,partial viewing,many small
779,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_tree7.png,mask_img/000000143671.png,tree,occlusion,low,mask,partial viewing,many small
780,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_tree5.png,mask_img/000000058245.png,tree,occlusion,low,mask,partial viewing,many small
781,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_firehydrant9.png,mask_img/000000121792.png,firehydrant,occlusion,low,mask,partial viewing,many small
782,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_building9.png,mask_img/000000534168.png,building,occlusion,low,mask,partial viewing,many small
783,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_building8.png,mask_img/000000522722.png,building,occlusion,low,mask,partial viewing,many small
784,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_bird1.png,mask_img/000000154443.png,bird,occlusion,low,mask,partial viewing,many small
785,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_firehydrant8.png,mask_img/000000109036.png,firehydrant,occlusion,low,mask,partial viewing,many small
786,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_tree4.png,mask_img/000000562474.png,tree,occlusion,low,mask,partial viewing,many small
787,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_bird5.png,mask_img/000000346799.png,bird,occlusion,low,mask,partial viewing,many small
788,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_banana9.png,mask_img/000000073215.png,banana,occlusion,low,mask,partial viewing,many small
789,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_banana8.png,mask_img/000000181929.png,banana,occlusion,low,mask,partial viewing,many small
790,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_bird4.png,mask_img/000000334858.png,bird,occlusion,low,mask,partial viewing,many small
791,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_tree1.png,mask_img/000000354174.png,tree,occlusion,low,mask,partial viewing,many small
792,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_firehydrant10.png,mask_img/000000192955.png,firehydrant,occlusion,low,mask,partial viewing,many small
793,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_tree3.png,mask_img/000000547421.png,tree,occlusion,low,mask,partial viewing,many small
794,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_bird10.png,mask_img/000000178426.png,bird,occlusion,low,mask,partial viewing,many small
795,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_bird6.png,mask_img/000000205313.png,bird,occlusion,low,mask,partial viewing,many small
796,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_bus9.png,mask_img/000000197805.png,bus,occlusion,low,mask,partial viewing,many small
797,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_bird7.png,mask_img/000000359037 2.png,bird,occlusion,low,mask,partial viewing,many small
798,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_bus8.png,mask_img/000000257327.png,bus,occlusion,low,mask,partial viewing,many small
799,MSK Task/Stimulus/all_stim/occlusion/many_small/partial_viewing/low/manysmallpartialViewinglowmatched_tree2.png,mask_img/000000354584 2.png,tree,occlusion,low,mask,partial viewing,many small
800,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_cat8.png,mask_img/000000418680.png,cat,occlusion,high,mask,blob,many small
801,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_building3.png,mask_img/000000562138.png,building,occlusion,high,mask,blob,many small
802,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_banana8.png,mask_img/000000388976.png,banana,occlusion,high,mask,blob,many small
803,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_banana9.png,mask_img/000000147173.png,banana,occlusion,high,mask,blob,many small
804,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_building2.png,mask_img/000000168190.png,building,occlusion,high,mask,blob,many small
805,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_cat9.png,mask_img/000000525501.png,cat,occlusion,high,mask,blob,many small
806,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_tree10.png,mask_img/000000336668 2.png,tree,occlusion,high,mask,blob,many small
807,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_building1.png,mask_img/000000327165.png,building,occlusion,high,mask,blob,many small
808,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_building5.png,mask_img/000000331084 2.png,building,occlusion,high,mask,blob,many small
809,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_building4.png,mask_img/000000235213.png,building,occlusion,high,mask,blob,many small
810,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_building6.png,mask_img/000000363727.png,building,occlusion,high,mask,blob,many small
811,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_building7.png,mask_img/000000028588.png,building,occlusion,high,mask,blob,many small
812,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bird5.png,mask_img/000000173598.png,bird,occlusion,high,mask,blob,many small
813,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bus8.png,mask_img/000000323303.png,bus,occlusion,high,mask,blob,many small
814,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_person8.png,mask_img/000000432727.png,person,occlusion,high,mask,blob,many small
815,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_person9.png,mask_img/000000000562.png,person,occlusion,high,mask,blob,many small
816,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bus9.png,mask_img/000000180362.png,bus,occlusion,high,mask,blob,many small
817,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_tree1.png,mask_img/000000208838.png,tree,occlusion,high,mask,blob,many small
818,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bird4.png,mask_img/000000228530.png,bird,occlusion,high,mask,blob,many small
819,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bird6.png,mask_img/000000308192.png,bird,occlusion,high,mask,blob,many small
820,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_tree3.png,mask_img/000000014265.png,tree,occlusion,high,mask,blob,many small
821,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_person10.png,mask_img/000000566377.png,person,occlusion,high,mask,blob,many small
822,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_building10.png,mask_img/000000227164.png,building,occlusion,high,mask,blob,many small
823,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_tree2.png,mask_img/000000412384.png,tree,occlusion,high,mask,blob,many small
824,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bird7.png,mask_img/000000378312.png,bird,occlusion,high,mask,blob,many small
825,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bird3.png,mask_img/000000099626.png,bird,occlusion,high,mask,blob,many small
826,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_firehydrant9.png,mask_img/000000144321.png,firehydrant,occlusion,high,mask,blob,many small
827,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_tree6.png,mask_img/000000521982.png,tree,occlusion,high,mask,blob,many small
828,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_tree7.png,mask_img/000000433438.png,tree,occlusion,high,mask,blob,many small
829,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_firehydrant8.png,mask_img/000000416690.png,firehydrant,occlusion,high,mask,blob,many small
830,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bird2.png,mask_img/000000458299.png,bird,occlusion,high,mask,blob,many small
831,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_tree5.png,mask_img/000000064797.png,tree,occlusion,high,mask,blob,many small
832,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_banana10.png,mask_img/000000110002.png,banana,occlusion,high,mask,blob,many small
833,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_tree4.png,mask_img/000000256951.png,tree,occlusion,high,mask,blob,many small
834,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bird1.png,mask_img/000000164783.png,bird,occlusion,high,mask,blob,many small
835,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_firehydrant6.png,mask_img/000000507951.png,firehydrant,occlusion,high,mask,blob,many small
836,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_tree9.png,mask_img/000000247874.png,tree,occlusion,high,mask,blob,many small
837,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bus1.png,mask_img/000000578175.png,bus,occlusion,high,mask,blob,many small
838,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_person1.png,mask_img/000000349695.png,person,occlusion,high,mask,blob,many small
839,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_tree8.png,mask_img/000000361119.png,tree,occlusion,high,mask,blob,many small
840,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_firehydrant7.png,mask_img/000000332273 2.png,firehydrant,occlusion,high,mask,blob,many small
841,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_firehydrant5.png,mask_img/000000095034.png,firehydrant,occlusion,high,mask,blob,many small
842,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bus2.png,mask_img/000000051076.png,bus,occlusion,high,mask,blob,many small
843,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_person2.png,mask_img/000000363902 2.png,person,occlusion,high,mask,blob,many small
844,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bus10.png,mask_img/000000310092.png,bus,occlusion,high,mask,blob,many small
845,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_firehydrant10.png,mask_img/000000360575.png,firehydrant,occlusion,high,mask,blob,many small
846,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_person3.png,mask_img/000000542202.png,person,occlusion,high,mask,blob,many small
847,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bus3.png,mask_img/000000060240.png,bus,occlusion,high,mask,blob,many small
848,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_firehydrant4.png,mask_img/000000491728.png,firehydrant,occlusion,high,mask,blob,many small
849,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bus7.png,mask_img/000000398225.png,bus,occlusion,high,mask,blob,many small
850,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_person7.png,mask_img/000000255525.png,person,occlusion,high,mask,blob,many small
851,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_person6.png,mask_img/000000416653.png,person,occlusion,high,mask,blob,many small
852,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bus6.png,mask_img/000000075881.png,bus,occlusion,high,mask,blob,many small
853,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_firehydrant1.png,mask_img/000000423830.png,firehydrant,occlusion,high,mask,blob,many small
854,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_firehydrant3.png,mask_img/000000285512.png,firehydrant,occlusion,high,mask,blob,many small
855,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bird9.png,mask_img/000000266689.png,bird,occlusion,high,mask,blob,many small
856,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bus4.png,mask_img/000000383611.png,bus,occlusion,high,mask,blob,many small
857,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_person4.png,mask_img/000000162319.png,person,occlusion,high,mask,blob,many small
858,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_person5.png,mask_img/000000294437.png,person,occlusion,high,mask,blob,many small
859,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bus5.png,mask_img/000000165476.png,bus,occlusion,high,mask,blob,many small
860,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_bird8.png,mask_img/000000581513.png,bird,occlusion,high,mask,blob,many small
861,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_firehydrant2.png,mask_img/000000036990.png,firehydrant,occlusion,high,mask,blob,many small
862,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_cat1.png,mask_img/000000037456.png,cat,occlusion,high,mask,blob,many small
863,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_banana1.png,mask_img/000000349642.png,banana,occlusion,high,mask,blob,many small
864,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_cat10.png,mask_img/000000581507.png,cat,occlusion,high,mask,blob,many small
865,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/high/manysmallblobhighmatched_building9.png,mask_img/000000513703.png,building,occlusion,high,mask,blob,many small
