,filename,mask_filename,category,manipulation,difficulty,mask,type_occl,size_occl,soa
0,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana1.png,mask_img/000000000042.png,banana,occlusion,control,mask,partial viewing,few large,0.025
1,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana10.png,mask_img/000000000109.png,banana,occlusion,control,mask,partial viewing,few large,0.025
2,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana2.png,mask_img/000000000312.png,banana,occlusion,control,mask,partial viewing,few large,0.025
3,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana3.png,mask_img/000000000394.png,banana,occlusion,control,mask,partial viewing,few large,0.025
4,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana4.png,mask_img/000000000438.png,banana,occlusion,control,mask,partial viewing,few large,0.025
5,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana5.png,mask_img/000000000459.png,banana,occlusion,control,mask,partial viewing,few large,0.025
6,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana6.png,mask_img/000000000595.png,banana,occlusion,control,mask,partial viewing,few large,0.025
7,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana7.png,mask_img/000000000626.png,banana,occlusion,control,mask,partial viewing,few large,0.025
8,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana8.png,mask_img/000000000690.png,banana,occlusion,control,mask,partial viewing,few large,0.025
9,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana9.png,mask_img/000000000731.png,banana,occlusion,control,mask,partial viewing,few large,0.025
10,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird1.png,mask_img/000000000873.png,bird,occlusion,control,mask,partial viewing,few large,0.025
11,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird10.png,mask_img/000000001053.png,bird,occlusion,control,mask,partial viewing,few large,0.025
12,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird2.png,mask_img/000000001647.png,bird,occlusion,control,mask,partial viewing,few large,0.025
13,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird3.png,mask_img/000000001810.png,bird,occlusion,control,mask,partial viewing,few large,0.025
14,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird4.png,mask_img/000000001997.png,bird,occlusion,control,mask,partial viewing,few large,0.025
15,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird5.png,mask_img/000000002197.png,bird,occlusion,control,mask,partial viewing,few large,0.025
16,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird6.png,mask_img/000000002337.png,bird,occlusion,control,mask,partial viewing,few large,0.025
17,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird7.png,mask_img/000000002774.png,bird,occlusion,control,mask,partial viewing,few large,0.025
18,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird8.png,mask_img/000000002822.png,bird,occlusion,control,mask,partial viewing,few large,0.025
19,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird9.png,mask_img/000000002892.png,bird,occlusion,control,mask,partial viewing,few large,0.025
20,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building1.png,mask_img/000000003084.png,building,occlusion,control,mask,partial viewing,few large,0.025
21,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building10.png,mask_img/000000003225.png,building,occlusion,control,mask,partial viewing,few large,0.025
22,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building2.png,mask_img/000000003483.png,building,occlusion,control,mask,partial viewing,few large,0.025
23,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building3.png,mask_img/000000003694.png,building,occlusion,control,mask,partial viewing,few large,0.025
24,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building4.png,mask_img/000000004239.png,building,occlusion,control,mask,partial viewing,few large,0.025
25,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building5.png,mask_img/000000004642.png,building,occlusion,control,mask,partial viewing,few large,0.025
26,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building6.png,mask_img/000000004739.png,building,occlusion,control,mask,partial viewing,few large,0.025
27,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building7.png,mask_img/000000004936.png,building,occlusion,control,mask,partial viewing,few large,0.025
28,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building8.png,mask_img/000000005105.png,building,occlusion,control,mask,partial viewing,few large,0.025
29,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building9.png,mask_img/000000005131.png,building,occlusion,control,mask,partial viewing,few large,0.025
30,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus1.png,mask_img/000000005142.png,bus,occlusion,control,mask,partial viewing,few large,0.025
31,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus10.png,mask_img/000000005282.png,bus,occlusion,control,mask,partial viewing,few large,0.025
32,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus2.png,mask_img/000000005359.png,bus,occlusion,control,mask,partial viewing,few large,0.025
33,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus3.png,mask_img/000000005418.png,bus,occlusion,control,mask,partial viewing,few large,0.025
34,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus4.png,mask_img/000000005574.png,bus,occlusion,control,mask,partial viewing,few large,0.025
35,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus5.png,mask_img/000000005615.png,bus,occlusion,control,mask,partial viewing,few large,0.025
36,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus6.png,mask_img/000000005862.png,bus,occlusion,control,mask,partial viewing,few large,0.025
37,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus7.png,mask_img/000000006146.png,bus,occlusion,control,mask,partial viewing,few large,0.025
38,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus8.png,mask_img/000000006153.png,bus,occlusion,control,mask,partial viewing,few large,0.025
39,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus9.png,mask_img/000000006263.png,bus,occlusion,control,mask,partial viewing,few large,0.025
40,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_cat1.png,mask_img/000000006437.png,cat,occlusion,control,mask,partial viewing,few large,0.025
41,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_cat10.png,mask_img/000000006481.png,cat,occlusion,control,mask,partial viewing,few large,0.025
42,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_cat2.png,mask_img/000000006489.png,cat,occlusion,control,mask,partial viewing,few large,0.025
43,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_cat3.png,mask_img/000000006709.png,cat,occlusion,control,mask,partial viewing,few large,0.025
44,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_cat4.png,mask_img/000000006842.png,cat,occlusion,control,mask,partial viewing,few large,0.025
45,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_cat5.png,mask_img/000000006870.png,cat,occlusion,control,mask,partial viewing,few large,0.025
46,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_cat6.png,mask_img/000000007179.png,cat,occlusion,control,mask,partial viewing,few large,0.025
47,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_cat7.png,mask_img/000000007325.png,cat,occlusion,control,mask,partial viewing,few large,0.025
48,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_cat8.png,mask_img/000000007393.png,cat,occlusion,control,mask,partial viewing,few large,0.025
49,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_cat9.png,mask_img/000000007558.png,cat,occlusion,control,mask,partial viewing,few large,0.025
50,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_firehydrant1.png,mask_img/000000007740.png,firehydrant,occlusion,control,mask,partial viewing,few large,0.025
51,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_firehydrant10.png,mask_img/000000007758.png,firehydrant,occlusion,control,mask,partial viewing,few large,0.025
52,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_firehydrant2.png,mask_img/000000007934.png,firehydrant,occlusion,control,mask,partial viewing,few large,0.025
53,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_firehydrant3.png,mask_img/000000007946.png,firehydrant,occlusion,control,mask,partial viewing,few large,0.025
54,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_firehydrant4.png,mask_img/000000007952.png,firehydrant,occlusion,control,mask,partial viewing,few large,0.025
55,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_firehydrant5.png,mask_img/000000008006.png,firehydrant,occlusion,control,mask,partial viewing,few large,0.025
56,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_firehydrant6.png,mask_img/000000008025.png,firehydrant,occlusion,control,mask,partial viewing,few large,0.025
57,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_firehydrant7.png,mask_img/000000008053.png,firehydrant,occlusion,control,mask,partial viewing,few large,0.025
58,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_firehydrant8.png,mask_img/000000008193.png,firehydrant,occlusion,control,mask,partial viewing,few large,0.025
59,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_firehydrant9.png,mask_img/000000008329.png,firehydrant,occlusion,control,mask,partial viewing,few large,0.025
60,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_person1.png,mask_img/000000008341.png,person,occlusion,control,mask,partial viewing,few large,0.025
61,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_person10.png,mask_img/000000008469.png,person,occlusion,control,mask,partial viewing,few large,0.025
62,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_person2.png,mask_img/000000008787.png,person,occlusion,control,mask,partial viewing,few large,0.025
63,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_person3.png,mask_img/000000008920.png,person,occlusion,control,mask,partial viewing,few large,0.025
64,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_person4.png,mask_img/000000009178.png,person,occlusion,control,mask,partial viewing,few large,0.025
65,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_person5.png,mask_img/000000009286.png,person,occlusion,control,mask,partial viewing,few large,0.025
66,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_person6.png,mask_img/000000009469.png,person,occlusion,control,mask,partial viewing,few large,0.025
67,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_person7.png,mask_img/000000009648.png,person,occlusion,control,mask,partial viewing,few large,0.025
68,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_person8.png,mask_img/000000009729.png,person,occlusion,control,mask,partial viewing,few large,0.025
69,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_person9.png,mask_img/000000009809.png,person,occlusion,control,mask,partial viewing,few large,0.025
70,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_tree1.png,mask_img/000000010281.png,tree,occlusion,control,mask,partial viewing,few large,0.025
71,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_tree10.png,mask_img/000000010414.png,tree,occlusion,control,mask,partial viewing,few large,0.025
72,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_tree2.png,mask_img/000000010560.png,tree,occlusion,control,mask,partial viewing,few large,0.025
73,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_tree3.png,mask_img/000000010566.png,tree,occlusion,control,mask,partial viewing,few large,0.025
74,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_tree4.png,mask_img/000000010969.png,tree,occlusion,control,mask,partial viewing,few large,0.025
75,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_tree5.png,mask_img/000000010991.png,tree,occlusion,control,mask,partial viewing,few large,0.025
76,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_tree6.png,mask_img/000000011328.png,tree,occlusion,control,mask,partial viewing,few large,0.025
77,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_tree7.png,mask_img/000000011504.png,tree,occlusion,control,mask,partial viewing,few large,0.025
78,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_tree8.png,mask_img/000000011544.png,tree,occlusion,control,mask,partial viewing,few large,0.025
79,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_tree9.png,mask_img/000000011701.png,tree,occlusion,control,mask,partial viewing,few large,0.025
80,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_banana1.png,mask_img/000000011754.png,banana,occlusion,high,mask,partial viewing,few large,0.025
81,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_banana10.png,mask_img/000000012178.png,banana,occlusion,high,mask,partial viewing,few large,0.025
82,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_banana2.png,mask_img/000000012179.png,banana,occlusion,high,mask,partial viewing,few large,0.025
83,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_banana3.png,mask_img/000000012313.png,banana,occlusion,high,mask,partial viewing,few large,0.025
84,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_banana4.png,mask_img/000000012377.png,banana,occlusion,high,mask,partial viewing,few large,0.025
85,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_banana5.png,mask_img/000000012543.png,banana,occlusion,high,mask,partial viewing,few large,0.025
86,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_banana6.png,mask_img/000000012548.png,banana,occlusion,high,mask,partial viewing,few large,0.025
87,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_banana7.png,mask_img/000000012567.png,banana,occlusion,high,mask,partial viewing,few large,0.025
88,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_banana8.png,mask_img/000000012733.png,banana,occlusion,high,mask,partial viewing,few large,0.025
89,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_banana9.png,mask_img/000000012999.png,banana,occlusion,high,mask,partial viewing,few large,0.025
90,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bird1.png,mask_img/000000013061.png,bird,occlusion,high,mask,partial viewing,few large,0.025
91,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bird10.png,mask_img/000000013127.png,bird,occlusion,high,mask,partial viewing,few large,0.025
92,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bird2.png,mask_img/000000013169.png,bird,occlusion,high,mask,partial viewing,few large,0.025
93,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bird3.png,mask_img/000000013455.png,bird,occlusion,high,mask,partial viewing,few large,0.025
94,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bird4.png,mask_img/000000013721.png,bird,occlusion,high,mask,partial viewing,few large,0.025
95,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bird5.png,mask_img/000000013914.png,bird,occlusion,high,mask,partial viewing,few large,0.025
96,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bird6.png,mask_img/000000013944.png,bird,occlusion,high,mask,partial viewing,few large,0.025
97,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bird7.png,mask_img/000000013949.png,bird,occlusion,high,mask,partial viewing,few large,0.025
98,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bird8.png,mask_img/000000014168.png,bird,occlusion,high,mask,partial viewing,few large,0.025
99,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bird9.png,mask_img/000000014175.png,bird,occlusion,high,mask,partial viewing,few large,0.025
100,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_building1.png,mask_img/000000014335.png,building,occlusion,high,mask,partial viewing,few large,0.025
101,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_building10.png,mask_img/000000014428.png,building,occlusion,high,mask,partial viewing,few large,0.025
102,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_building2.png,mask_img/000000014472.png,building,occlusion,high,mask,partial viewing,few large,0.025
103,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_building3.png,mask_img/000000014567.png,building,occlusion,high,mask,partial viewing,few large,0.025
104,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_building4.png,mask_img/000000014592.png,building,occlusion,high,mask,partial viewing,few large,0.025
105,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_building5.png,mask_img/000000014759.png,building,occlusion,high,mask,partial viewing,few large,0.025
106,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_building6.png,mask_img/000000014774.png,building,occlusion,high,mask,partial viewing,few large,0.025
107,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_building7.png,mask_img/000000015155.png,building,occlusion,high,mask,partial viewing,few large,0.025
108,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_building8.png,mask_img/000000015366.png,building,occlusion,high,mask,partial viewing,few large,0.025
109,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_building9.png,mask_img/000000015619.png,building,occlusion,high,mask,partial viewing,few large,0.025
110,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bus1.png,mask_img/000000015645.png,bus,occlusion,high,mask,partial viewing,few large,0.025
111,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bus10.png,mask_img/000000015733.png,bus,occlusion,high,mask,partial viewing,few large,0.025
112,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bus2.png,mask_img/000000015862.png,bus,occlusion,high,mask,partial viewing,few large,0.025
113,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bus3.png,mask_img/000000015908.png,bus,occlusion,high,mask,partial viewing,few large,0.025
114,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bus4.png,mask_img/000000015927.png,bus,occlusion,high,mask,partial viewing,few large,0.025
115,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bus5.png,mask_img/000000015986.png,bus,occlusion,high,mask,partial viewing,few large,0.025
116,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bus6.png,mask_img/000000015987.png,bus,occlusion,high,mask,partial viewing,few large,0.025
117,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bus7.png,mask_img/000000016238.png,bus,occlusion,high,mask,partial viewing,few large,0.025
118,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bus8.png,mask_img/000000016715.png,bus,occlusion,high,mask,partial viewing,few large,0.025
119,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_bus9.png,mask_img/000000016764.png,bus,occlusion,high,mask,partial viewing,few large,0.025
120,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_cat1.png,mask_img/000000017183.png,cat,occlusion,high,mask,partial viewing,few large,0.025
121,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_cat10.png,mask_img/000000017308.png,cat,occlusion,high,mask,partial viewing,few large,0.025
122,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_cat2.png,mask_img/000000017352.png,cat,occlusion,high,mask,partial viewing,few large,0.025
123,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_cat3.png,mask_img/000000017356.png,cat,occlusion,high,mask,partial viewing,few large,0.025
124,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_cat4.png,mask_img/000000017364.png,cat,occlusion,high,mask,partial viewing,few large,0.025
125,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_cat5.png,mask_img/000000017409.png,cat,occlusion,high,mask,partial viewing,few large,0.025
126,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_cat6.png,mask_img/000000017476.png,cat,occlusion,high,mask,partial viewing,few large,0.025
127,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_cat7.png,mask_img/000000017580.png,cat,occlusion,high,mask,partial viewing,few large,0.025
128,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_cat8.png,mask_img/000000017791.png,cat,occlusion,high,mask,partial viewing,few large,0.025
129,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_cat9.png,mask_img/000000017858.png,cat,occlusion,high,mask,partial viewing,few large,0.025
130,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_firehydrant1.png,mask_img/000000017944.png,firehydrant,occlusion,high,mask,partial viewing,few large,0.025
131,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_firehydrant10.png,mask_img/000000018441.png,firehydrant,occlusion,high,mask,partial viewing,few large,0.025
132,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_firehydrant2.png,mask_img/000000018743.png,firehydrant,occlusion,high,mask,partial viewing,few large,0.025
133,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_firehydrant3.png,mask_img/000000018864.png,firehydrant,occlusion,high,mask,partial viewing,few large,0.025
134,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_firehydrant4.png,mask_img/000000018882.png,firehydrant,occlusion,high,mask,partial viewing,few large,0.025
135,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_firehydrant5.png,mask_img/000000018982.png,firehydrant,occlusion,high,mask,partial viewing,few large,0.025
136,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_firehydrant6.png,mask_img/000000019134.png,firehydrant,occlusion,high,mask,partial viewing,few large,0.025
137,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_firehydrant7.png,mask_img/000000019463.png,firehydrant,occlusion,high,mask,partial viewing,few large,0.025
138,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_firehydrant8.png,mask_img/000000019528.png,firehydrant,occlusion,high,mask,partial viewing,few large,0.025
139,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_firehydrant9.png,mask_img/000000019725.png,firehydrant,occlusion,high,mask,partial viewing,few large,0.025
140,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_person1.png,mask_img/000000019759.png,person,occlusion,high,mask,partial viewing,few large,0.025
141,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_person10.png,mask_img/000000019927.png,person,occlusion,high,mask,partial viewing,few large,0.025
142,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_person2.png,mask_img/000000019932.png,person,occlusion,high,mask,partial viewing,few large,0.025
143,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_person3.png,mask_img/000000020147.png,person,occlusion,high,mask,partial viewing,few large,0.025
144,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_person4.png,mask_img/000000020202.png,person,occlusion,high,mask,partial viewing,few large,0.025
145,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_person5.png,mask_img/000000020381.png,person,occlusion,high,mask,partial viewing,few large,0.025
146,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_person6.png,mask_img/000000020392.png,person,occlusion,high,mask,partial viewing,few large,0.025
147,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_person7.png,mask_img/000000020421.png,person,occlusion,high,mask,partial viewing,few large,0.025
148,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_person8.png,mask_img/000000020570.png,person,occlusion,high,mask,partial viewing,few large,0.025
149,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_person9.png,mask_img/000000021003.png,person,occlusion,high,mask,partial viewing,few large,0.025
150,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_tree1.png,mask_img/000000021206.png,tree,occlusion,high,mask,partial viewing,few large,0.025
151,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_tree10.png,mask_img/000000021419.png,tree,occlusion,high,mask,partial viewing,few large,0.025
152,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_tree2.png,mask_img/000000021641.png,tree,occlusion,high,mask,partial viewing,few large,0.025
153,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_tree3.png,mask_img/000000021942.png,tree,occlusion,high,mask,partial viewing,few large,0.025
