,filename,mask_filename,category,manipulation,difficulty,mask,type_occl,size_occl,soa
750,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_bus1.png,mask_img/000000036255.png,bus,occlusion,control,mask,partial viewing,many small,0.05
751,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_bus10.png,mask_img/000000036482.png,bus,occlusion,control,mask,partial viewing,many small,0.05
752,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_bus2.png,mask_img/000000036622.png,bus,occlusion,control,mask,partial viewing,many small,0.05
753,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_bus3.png,mask_img/000000036765.png,bus,occlusion,control,mask,partial viewing,many small,0.05
754,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_bus4.png,mask_img/000000036966.png,bus,occlusion,control,mask,partial viewing,many small,0.05
755,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_bus5.png,mask_img/000000037140.png,bus,occlusion,control,mask,partial viewing,many small,0.05
756,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_bus6.png,mask_img/000000037174.png,bus,occlusion,control,mask,partial viewing,many small,0.05
757,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_bus7.png,mask_img/000000037339.png,bus,occlusion,control,mask,partial viewing,many small,0.05
758,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_bus8.png,mask_img/000000037782.png,bus,occlusion,control,mask,partial viewing,many small,0.05
759,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_bus9.png,mask_img/000000037864.png,bus,occlusion,control,mask,partial viewing,many small,0.05
760,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat1.png,mask_img/000000038177.png,cat,occlusion,control,mask,partial viewing,many small,0.05
761,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat10.png,mask_img/000000038178.png,cat,occlusion,control,mask,partial viewing,many small,0.05
762,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat2.png,mask_img/000000038375.png,cat,occlusion,control,mask,partial viewing,many small,0.05
763,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat3.png,mask_img/000000038381.png,cat,occlusion,control,mask,partial viewing,many small,0.05
764,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat4.png,mask_img/000000038479.png,cat,occlusion,control,mask,partial viewing,many small,0.05
765,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat5.png,mask_img/000000038601.png,cat,occlusion,control,mask,partial viewing,many small,0.05
766,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat6.png,mask_img/000000038753.png,cat,occlusion,control,mask,partial viewing,many small,0.05
767,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat7.png,mask_img/000000038798.png,cat,occlusion,control,mask,partial viewing,many small,0.05
768,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat8.png,mask_img/000000038817.png,cat,occlusion,control,mask,partial viewing,many small,0.05
769,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat9.png,mask_img/000000038862.png,cat,occlusion,control,mask,partial viewing,many small,0.05
770,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant1.png,mask_img/000000039012.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.05
771,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant10.png,mask_img/000000039053.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.05
772,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant2.png,mask_img/000000039089.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.05
773,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant3.png,mask_img/000000039113.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.05
774,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant4.png,mask_img/000000039141.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.05
775,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant5.png,mask_img/000000039211.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.05
776,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant6.png,mask_img/000000039406.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.05
777,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant7.png,mask_img/000000039475.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.05
778,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant8.png,mask_img/000000039553.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.05
779,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant9.png,mask_img/000000039643.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.05
780,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person1.png,mask_img/000000039656.png,person,occlusion,control,mask,partial viewing,many small,0.05
781,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person10.png,mask_img/000000039778.png,person,occlusion,control,mask,partial viewing,many small,0.05
782,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person2.png,mask_img/000000039971.png,person,occlusion,control,mask,partial viewing,many small,0.05
783,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person3.png,mask_img/000000040008.png,person,occlusion,control,mask,partial viewing,many small,0.05
784,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person4.png,mask_img/000000040042.png,person,occlusion,control,mask,partial viewing,many small,0.05
785,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person5.png,mask_img/000000040275.png,person,occlusion,control,mask,partial viewing,many small,0.05
786,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person6.png,mask_img/000000040325.png,person,occlusion,control,mask,partial viewing,many small,0.05
787,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person7.png,mask_img/000000040399.png,person,occlusion,control,mask,partial viewing,many small,0.05
788,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person8.png,mask_img/000000040466.png,person,occlusion,control,mask,partial viewing,many small,0.05
789,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person9.png,mask_img/000000040771.png,person,occlusion,control,mask,partial viewing,many small,0.05
790,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree1.png,mask_img/000000040886.png,tree,occlusion,control,mask,partial viewing,many small,0.05
791,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree10.png,mask_img/000000040948.png,tree,occlusion,control,mask,partial viewing,many small,0.05
792,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree2.png,mask_img/000000041008.png,tree,occlusion,control,mask,partial viewing,many small,0.05
793,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree3.png,mask_img/000000041014.png,tree,occlusion,control,mask,partial viewing,many small,0.05
794,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree4.png,mask_img/000000041022.png,tree,occlusion,control,mask,partial viewing,many small,0.05
795,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree5.png,mask_img/000000041174.png,tree,occlusion,control,mask,partial viewing,many small,0.05
796,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree6.png,mask_img/000000041272.png,tree,occlusion,control,mask,partial viewing,many small,0.05
797,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree7.png,mask_img/000000041434.png,tree,occlusion,control,mask,partial viewing,many small,0.05
798,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree8.png,mask_img/000000041577.png,tree,occlusion,control,mask,partial viewing,many small,0.05
799,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree9.png,mask_img/000000041840.png,tree,occlusion,control,mask,partial viewing,many small,0.05
800,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana1.png,mask_img/000000041962.png,banana,occlusion,high,mask,partial viewing,many small,0.05
801,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana10.png,mask_img/000000042196.png,banana,occlusion,high,mask,partial viewing,many small,0.05
802,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana2.png,mask_img/000000042408.png,banana,occlusion,high,mask,partial viewing,many small,0.05
803,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana3.png,mask_img/000000042476.png,banana,occlusion,high,mask,partial viewing,many small,0.05
804,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana4.png,mask_img/000000042499.png,banana,occlusion,high,mask,partial viewing,many small,0.05
805,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana5.png,mask_img/000000042541.png,banana,occlusion,high,mask,partial viewing,many small,0.05
806,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana6.png,mask_img/000000042704.png,banana,occlusion,high,mask,partial viewing,many small,0.05
807,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana7.png,mask_img/000000043024.png,banana,occlusion,high,mask,partial viewing,many small,0.05
808,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana8.png,mask_img/000000043291.png,banana,occlusion,high,mask,partial viewing,many small,0.05
809,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana9.png,mask_img/000000043579.png,banana,occlusion,high,mask,partial viewing,many small,0.05
810,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird1.png,mask_img/000000043966.png,bird,occlusion,high,mask,partial viewing,many small,0.05
811,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird10.png,mask_img/000000044065.png,bird,occlusion,high,mask,partial viewing,many small,0.05
812,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird2.png,mask_img/000000044117.png,bird,occlusion,high,mask,partial viewing,many small,0.05
813,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird3.png,mask_img/000000044123.png,bird,occlusion,high,mask,partial viewing,many small,0.05
814,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird4.png,mask_img/000000044136.png,bird,occlusion,high,mask,partial viewing,many small,0.05
815,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird5.png,mask_img/000000044437.png,bird,occlusion,high,mask,partial viewing,many small,0.05
816,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird6.png,mask_img/000000044523.png,bird,occlusion,high,mask,partial viewing,many small,0.05
817,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird7.png,mask_img/000000044580.png,bird,occlusion,high,mask,partial viewing,many small,0.05
818,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird8.png,mask_img/000000044831.png,bird,occlusion,high,mask,partial viewing,many small,0.05
819,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird9.png,mask_img/000000044946.png,bird,occlusion,high,mask,partial viewing,many small,0.05
820,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building1.png,mask_img/000000044950.png,building,occlusion,high,mask,partial viewing,many small,0.05
821,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building10.png,mask_img/000000044989.png,building,occlusion,high,mask,partial viewing,many small,0.05
822,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building2.png,mask_img/000000045306.png,building,occlusion,high,mask,partial viewing,many small,0.05
823,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building3.png,mask_img/000000045655.png,building,occlusion,high,mask,partial viewing,many small,0.05
824,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building4.png,mask_img/000000046025.png,building,occlusion,high,mask,partial viewing,many small,0.05
825,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building5.png,mask_img/000000046029.png,building,occlusion,high,mask,partial viewing,many small,0.05
826,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building6.png,mask_img/000000046155.png,building,occlusion,high,mask,partial viewing,many small,0.05
827,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building7.png,mask_img/000000046171.png,building,occlusion,high,mask,partial viewing,many small,0.05
828,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building8.png,mask_img/000000046245.png,building,occlusion,high,mask,partial viewing,many small,0.05
829,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building9.png,mask_img/000000046345.png,building,occlusion,high,mask,partial viewing,many small,0.05
830,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus1.png,mask_img/000000046676.png,bus,occlusion,high,mask,partial viewing,many small,0.05
831,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus10.png,mask_img/000000046805.png,bus,occlusion,high,mask,partial viewing,many small,0.05
832,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus2.png,mask_img/000000046852.png,bus,occlusion,high,mask,partial viewing,many small,0.05
833,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus3.png,mask_img/000000047229.png,bus,occlusion,high,mask,partial viewing,many small,0.05
834,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus4.png,mask_img/000000047316.png,bus,occlusion,high,mask,partial viewing,many small,0.05
835,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus5.png,mask_img/000000047395.png,bus,occlusion,high,mask,partial viewing,many small,0.05
836,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus6.png,mask_img/000000047407.png,bus,occlusion,high,mask,partial viewing,many small,0.05
837,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus7.png,mask_img/000000047471.png,bus,occlusion,high,mask,partial viewing,many small,0.05
838,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus8.png,mask_img/000000048169.png,bus,occlusion,high,mask,partial viewing,many small,0.05
839,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus9.png,mask_img/000000048268.png,bus,occlusion,high,mask,partial viewing,many small,0.05
840,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat1.png,mask_img/000000048664.png,cat,occlusion,high,mask,partial viewing,many small,0.05
841,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat10.png,mask_img/000000048929.png,cat,occlusion,high,mask,partial viewing,many small,0.05
842,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat2.png,mask_img/000000049092.png,cat,occlusion,high,mask,partial viewing,many small,0.05
843,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat3.png,mask_img/000000049254.png,cat,occlusion,high,mask,partial viewing,many small,0.05
844,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat4.png,mask_img/000000049331.png,cat,occlusion,high,mask,partial viewing,many small,0.05
845,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat5.png,mask_img/000000049428.png,cat,occlusion,high,mask,partial viewing,many small,0.05
846,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat6.png,mask_img/000000049562.png,cat,occlusion,high,mask,partial viewing,many small,0.05
847,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat7.png,mask_img/000000049602.png,cat,occlusion,high,mask,partial viewing,many small,0.05
848,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat8.png,mask_img/000000049763.png,cat,occlusion,high,mask,partial viewing,many small,0.05
849,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat9.png,mask_img/000000049933.png,cat,occlusion,high,mask,partial viewing,many small,0.05
850,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant1.png,mask_img/000000049987.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.05
851,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant10.png,mask_img/000000050148.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.05
852,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant2.png,mask_img/000000050239.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.05
853,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant3.png,mask_img/000000050276.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.05
854,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant4.png,mask_img/000000050412.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.05
855,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant5.png,mask_img/000000050496.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.05
856,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant6.png,mask_img/000000050782.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.05
857,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant7.png,mask_img/000000050790.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.05
858,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant8.png,mask_img/000000050794.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.05
859,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant9.png,mask_img/000000051164.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.05
860,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person1.png,mask_img/000000051310.png,person,occlusion,high,mask,partial viewing,many small,0.05
861,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person10.png,mask_img/000000051453.png,person,occlusion,high,mask,partial viewing,many small,0.05
862,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person2.png,mask_img/000000051461.png,person,occlusion,high,mask,partial viewing,many small,0.05
863,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person3.png,mask_img/000000051880.png,person,occlusion,high,mask,partial viewing,many small,0.05
864,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person4.png,mask_img/000000052087.png,person,occlusion,high,mask,partial viewing,many small,0.05
865,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person5.png,mask_img/000000052250.png,person,occlusion,high,mask,partial viewing,many small,0.05
866,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person6.png,mask_img/000000052426.png,person,occlusion,high,mask,partial viewing,many small,0.05
867,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person7.png,mask_img/000000052562.png,person,occlusion,high,mask,partial viewing,many small,0.05
868,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person8.png,mask_img/000000052606.png,person,occlusion,high,mask,partial viewing,many small,0.05
869,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person9.png,mask_img/000000052619.png,person,occlusion,high,mask,partial viewing,many small,0.05
870,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree1.png,mask_img/000000052784.png,tree,occlusion,high,mask,partial viewing,many small,0.05
871,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree10.png,mask_img/000000052818.png,tree,occlusion,high,mask,partial viewing,many small,0.05
872,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree2.png,mask_img/000000052901.png,tree,occlusion,high,mask,partial viewing,many small,0.05
873,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree3.png,mask_img/000000052936.png,tree,occlusion,high,mask,partial viewing,many small,0.05
874,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree4.png,mask_img/000000053143.png,tree,occlusion,high,mask,partial viewing,many small,0.05
875,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree5.png,mask_img/000000053410.png,tree,occlusion,high,mask,partial viewing,many small,0.05
876,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree6.png,mask_img/000000053539.png,tree,occlusion,high,mask,partial viewing,many small,0.05
877,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree7.png,mask_img/000000053635.png,tree,occlusion,high,mask,partial viewing,many small,0.05
878,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree8.png,mask_img/000000054334.png,tree,occlusion,high,mask,partial viewing,many small,0.05
879,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree9.png,mask_img/000000054336.png,tree,occlusion,high,mask,partial viewing,many small,0.05
880,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana1.png,mask_img/000000054532.png,banana,occlusion,low,mask,partial viewing,many small,0.05
881,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana10.png,mask_img/000000054723.png,banana,occlusion,low,mask,partial viewing,many small,0.05
882,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana2.png,mask_img/000000054759.png,banana,occlusion,low,mask,partial viewing,many small,0.05
883,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana3.png,mask_img/000000054875.png,banana,occlusion,low,mask,partial viewing,many small,0.05
884,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana4.png,mask_img/000000055202.png,banana,occlusion,low,mask,partial viewing,many small,0.05
885,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana5.png,mask_img/000000055388.png,banana,occlusion,low,mask,partial viewing,many small,0.05
886,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana6.png,mask_img/000000055460.png,banana,occlusion,low,mask,partial viewing,many small,0.05
887,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana7.png,mask_img/000000055594.png,banana,occlusion,low,mask,partial viewing,many small,0.05
888,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana8.png,mask_img/000000055630.png,banana,occlusion,low,mask,partial viewing,many small,0.05
889,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana9.png,mask_img/000000055652.png,banana,occlusion,low,mask,partial viewing,many small,0.05
890,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird1.png,mask_img/000000055694.png,bird,occlusion,low,mask,partial viewing,many small,0.05
891,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird10.png,mask_img/000000055733.png,bird,occlusion,low,mask,partial viewing,many small,0.05
892,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird2.png,mask_img/000000055737.png,bird,occlusion,low,mask,partial viewing,many small,0.05
893,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird3.png,mask_img/000000055849.png,bird,occlusion,low,mask,partial viewing,many small,0.05
894,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird4.png,mask_img/000000055859.png,bird,occlusion,low,mask,partial viewing,many small,0.05
895,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird5.png,mask_img/000000055942.png,bird,occlusion,low,mask,partial viewing,many small,0.05
896,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird6.png,mask_img/000000056007.png,bird,occlusion,low,mask,partial viewing,many small,0.05
897,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird7.png,mask_img/000000056036.png,bird,occlusion,low,mask,partial viewing,many small,0.05
898,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird8.png,mask_img/000000056137.png,bird,occlusion,low,mask,partial viewing,many small,0.05
899,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird9.png,mask_img/000000056641.png,bird,occlusion,low,mask,partial viewing,many small,0.05
900,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building1.png,mask_img/000000056716.png,building,occlusion,low,mask,partial viewing,many small,0.05
901,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building10.png,mask_img/000000057068.png,building,occlusion,low,mask,partial viewing,many small,0.05
902,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building2.png,mask_img/000000057551.png,building,occlusion,low,mask,partial viewing,many small,0.05
903,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building3.png,mask_img/000000057646.png,building,occlusion,low,mask,partial viewing,many small,0.05
904,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building4.png,mask_img/000000057782.png,building,occlusion,low,mask,partial viewing,many small,0.05
905,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building5.png,mask_img/000000057930.png,building,occlusion,low,mask,partial viewing,many small,0.05
906,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building6.png,mask_img/000000057979.png,building,occlusion,low,mask,partial viewing,many small,0.05
907,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building7.png,mask_img/000000058021.png,building,occlusion,low,mask,partial viewing,many small,0.05
